assigned_group,STATUS,TIME_IN_STATUS_BY_OWNER_HRS
NW000434,AWAITCHG,12.6133333334
DC000130,PENDINGCHG,12.583333333
DC000263,QUEUED,12.501935483858066
SM000512,PENDING,12.466666667
DC000245,AWAITCUS,12.462500000075
DC000186,INPROG,12.438888889072224
ITS00329,SLAHOLD,12.212500000175
SM000549,PENDING,12.14166666685
DC000233,AWAITCHG,12.095833333425
EDC00056,AWAITCUS,12.066666667
DC000188,QUEUED,12.047545697247038
DC000155,PENDINGREV,11.925
NW000509,AWAITVEN,11.799999999957143
DC000133,PENDING,11.750370370444443
NW000427,PENDINGCUS,11.72000000014
NW000434,AWAITVEN,11.7
DC000131,INPROG,11.552777777777086
NS000108,INPROG,11.547222222266665
ITS00376,AWAITCHG,11.483333333
DC000161,INPROG,11.316666667
DC000233,SLAHOLD,11.316666666749997
ITS00362,AWAITVEN,11.3
NW000464,PENDINGVEN,11.288888889
SM000553,QUEUED,11.26333333332
SM000502,PENDING,11.075
EDC00040,QUEUED,11.064516129035487
DC000248,QUEUED,11.041917024273392
DC000242,QUEUED,11.005813953497093
EDC00021,AWAITCUS,10.946296296296294
DC000262,QUEUED,10.842391304347824
DC000132,QUEUED,10.836701588399151
DC000155,AWAITCUS,10.71376811586087
DC000203,AWAITVEN,10.690909090981819
DC000179,PENDINGREV,10.566666667
NW000510,AWAITCHG,10.511111111
ENT00014,QUEUED,10.423633879740164
NW000504,INPROG,10.375000000099998
NW000453,PENDINGVEN,10.316666667
ITS00377,AWAITCHG,10.227777777999998
COR00553,PENDING,10.22499999985
EDC00002,PENDINGREV,10.1901515153
SM000585,AWAITCUS,10.078703703727777
DC000176,INPROG,10.05053763439872
DC000158,QUEUED,10.0
NW000459,PENDING,9.891666666675
DC000152,INPROG,9.868366727373047
ESI00019,INPROG,9.7166666667
DC000163,INPROG,9.689758269590467
ESI00028,HISTEDIT,9.6833333333
DC000163,RESOLVED,9.638419117586396
CG4TECH,AWAITVEN,9.6333333333
NSD00021,QUEUED,9.61666666685
DC000130,INPROG,9.596373560619325
NW000510,QUEUED,9.46831683167031
DC000229,INPROG,9.422685185184257
DC000130,QUEUED,9.402245066760962
ENT00023,PENDING,9.3166666667
DC000245,QUEUED,9.304220779214937
DC000163,PENDING,9.264942528758622
ITS00360,INPROG,9.243181818186361
ENT00014,PENDINGCUS,9.216666666733333
NW000420,AWAITCHG,9.15
SM000585,INPROG,9.141397849443546
NW000505,INPROG,9.111111111033333
NW000404,PENDING,9.07916666675
ENT00006,INPROG,9.042857142871428
DC000229,SLAHOLD,9.040740740788888
NW000486,INPROG,8.9875
NW000500,QUEUED,8.8833333333
DC000221,QUEUED,8.88021879018294
NW000483,INPROG,8.848095238089995
NW000414,PENDINGREV,8.825
DC000221,INPROG,8.752389078520142
ESI00049,SLAHOLD,8.75
EDC00054,AWAITCHG,8.694444444566665
DC000163,SLAHOLD,8.679166666668749
NS000117,SLAHOLD,8.666666666749999
ESI00049,PENDINGREV,8.36666666665
NW000409,PENDING,8.169444444433333
EDC00028,INPROG,8.1666666667
ENT00014,SLAHOLD,8.166666666666666
COR00553,RESOLVED,8.165450643776824
NSD00022,QUEUED,8.15833333335
ENT00042,PENDING,7.85833333335
ITS00313,INPROG,7.822666666687998
EDC00003,PENDING,7.795833333175
DC000139,SLAHOLD,7.728070175463155
DC000237,AWAITCHG,7.6916666667
NDS00006,QUEUED,7.5166666667
DC000250,QUEUED,7.495792880293205
DC000252,INPROG,7.479292929272725
NW000425,PENDINGREV,7.45833333335
EDC00054,PENDINGREV,7.4333333333
NW000463,INPROG,7.3972161967516294
DC000211,AWAITCUS,7.394444444466667
DC000129,PENDINGCHG,7.3583333335
NW000440,PENDINGCUS,7.30833333335
ENT00042,PENDINGREV,7.2583333335
NW000437,SLAHOLD,7.255555555433333
EDC00041,INPROG,7.219444444366668
DC000246,INPROG,7.197777777733333
ITS00307,PENDINGCHG,7.16666666665
DC000263,AWAITCHG,7.1166666667
NW000431,PENDINGCHG,7.110000000000001
EDC00001,AWAITCUS,7.0833333333
SM000562,INPROG,6.96379792226747
DC000253,AWAITCUS,6.8694444445
DC000203,QUEUED,6.865007806403534
EDC00006,PENDING,6.73666666674
DC000173,SLAHOLD,6.6833333333
NW000455,INPROG,6.6166666667
EDC00024,PENDINGVEN,6.5583333335
DC000163,QUEUED,6.5155297158193815
EDC00065,INPROG,6.4555555555333335
ENT00017,QUEUED,6.3666666667
ENT00016,PENDINGREV,6.3333333333
CHNGMGMT,INPROG,6.2833333333
EDC00040,INPROG,6.271666666654999
NW000408,PENDINGCHG,6.2000000001
ENT00007,INPROG,6.1333333333
1769,QUEUED,6.0500000001
ESI00045,AWAITCUS,6.033333333350001
DC000194,AWAITCUS,5.941666666500001
NW000464,HISTEDIT,5.9166666667
DC000219,INPROG,5.9
NW000449,AWAITCHG,5.8796296296222215
DC000185,INPROG,5.8
DC000190,INPROG,5.798484848499999
EDC00050,PENDINGCUS,5.7333333333
DC000133,PENDINGREV,5.720833333350001
EDC00010,PENDING,5.65416666675
NW000430,PENDINGVEN,5.6166666667
COR00554,INPROG,5.6000000000125
EDC00099,QUEUED,5.544444444433334
DC000171,QUEUED,5.5333333333
DC000132,PENDINGCUS,5.4083333335
NW000463,QUEUED,5.393805506219613
NW000430,PENDING,5.37500000015
ITS00106,QUEUED,5.338888888833334
DC000170,PENDINGREV,5.3333333333
ITS00375,AWAITCUS,5.319047619085714
NW000433,PENDINGCUS,5.3055555555571425
EDC00002,PENDING,5.133333333385
ITS00307,PENDINGREV,5.1041666666
NDS00028,INPROG,5.066666666666666
DC000245,INPROG,5.0545454545818185
DC000163,PENDINGREV,5.0125
ITS00100,INPROG,4.8833333333
ENT00014,INPROG,4.8347826087065195
DC000170,PENDINGVEN,4.8333333333
DC000101,AWAITVEN,4.8166666667
ITS00313,HISTEDIT,4.73333333335
NW000486,AWAITCUS,4.725
NDS00026,PENDINGVEN,4.6
EDC00002,HISTEDIT,4.5833333333
ENT00015,PENDINGREV,4.574999999999999
ITS00328,INPROG,4.5333333333
DC000175,PENDINGCUS,4.5166666667
DC000156,AWAITVEN,4.5166666667
DC000163,PENDINGCHG,4.508333333325
EU000206,HISTEDIT,4.45
SM000562,AWAITCUS,4.429166666675
ENT00014,NEW,4.4166666667
DC000101,PENDING,4.4166666666714285
EDC00014,INPROG,4.380555555616667
SM000562,AWAITCHG,4.3333333333
DC000166,AWAITVEN,4.3166666667
NW000507,AWAITCUS,4.3
SM000512,PENDINGCUS,4.266666666700001
DC000115,HISTEDIT,4.229166666575
NW000483,SLAHOLD,4.196078431379411
COR00559,INPROG,4.169444444400001
NDS00028,PENDINGREV,4.15
DC000114,AWAITCHG,4.05
ENT00006,AWAITCHG,4.0
DC000101,INPROG,3.9101485148453006
NDS00028,PENDINGVEN,3.8333333333499997
DC000143,INPROG,3.8
EDC00065,AWAITVEN,3.8
EDC00041,QUEUED,3.7333333333333334
SM000513,AWAITCHG,3.7166666667
SM000557,SLAHOLD,3.697222222166667
DC000176,SLAHOLD,3.6886363636272743
ITS00332,PENDING,3.6277777777666667
DC000131,SLAHOLD,3.6222222222333333
ITS00348,INPROG,3.5892156862941165
DC000139,RESOLVED,3.586885245901639
ENT00023,QUEUED,3.5833333333
ENT00036,PENDINGCUS,3.5
EDC00002,AWAITCHG,3.4333333333
EDC00005,PENDINGREV,3.425
ITS00335,AWAITCHG,3.3166666667
SM000519,QUEUED,3.2833333333
PM000613,INPROG,3.25
EDC00067,PENDINGVEN,3.2333333333
EDC00030,PENDINGCHG,3.2166666667
NS000106,SLAHOLD,3.2
DC000114,PENDINGVEN,3.1666666667
ITS00330,AWAITCHG,3.102380952357143
EDC00019,SLAHOLD,3.1
DC000134,AWAITVEN,3.0916666666499997
SM000580,QUEUED,3.07666666674
SM000571,INPROG,2.975
ENT00003,PENDINGCUS,2.95
EDC00064,INPROG,2.9481481481444445
DC000203,INPROG,2.9302579644732147
ITS00368,SLAHOLD,2.887499999925
ITS00101,SLAHOLD,2.8499999999999996
DC000155,PENDING,2.785714285657143
COR00558,QUEUED,2.7666666667
DC000140,PENDINGVEN,2.75
DC000156,PENDINGCUS,2.725
EDC00009,AWAITVEN,2.7166666667
ITS00378,AWAITCUS,2.7166666667
ESI00047,QUEUED,2.6583333333
NS000110,QUEUED,2.65
NW000510,INPROG,2.632222222226667
EDC00089,PENDINGCUS,2.6
NW000505,QUEUED,2.577777777766667
EDC00026,PENDINGREV,2.537499999975
EDC00008,INPROG,2.5351190476250003
DC000254,INPROG,2.5349999999999993
NW000475,SLAHOLD,2.5166666667
EDC00027,INPROG,2.516666666666667
NW000433,HISTEDIT,2.4899999999999998
DC000178,PENDING,2.4666666667
DC000113,PENDINGCHG,2.45
NS000116,SLAHOLD,2.433333333325
DC000173,INPROG,2.3666666666666667
ITS00312,SLAHOLD,2.35
ESI00043,PENDINGCUS,2.325
SM000562,QUEUED,2.314378967545309
ESI00026,RESOLVED,2.2926121372216355
NW000427,PENDINGCHG,2.2333333333
NDS00028,PENDING,2.1999999999999997
ITS00355,QUEUED,2.183333333333333
EDC00043,INPROG,2.175
CB000601,QUEUED,2.1666666667
NW000407,PENDINGCHG,2.1666666666500003
EDC00014,AWAITCUS,2.1
DC000168,QUEUED,2.1
DC000127,HISTEDIT,2.077777777766667
DC000151,SLAHOLD,2.0333333333
DC000242,AWAITCHG,2.0222222222166666
DC000194,AWAITVEN,2.0
COR00551,INPROG,1.983333333325
ITS00309,PENDINGCHG,1.9833333333
ESI00028,AWAITCHG,1.9666666666750001
ITS00358,RESOLVED,1.9558053965928046
ENT00014,AWAITCHG,1.9166666667
SM000553,AWAITCUS,1.8833333333
EDC00068,INPROG,1.86
EDC00029,PENDING,1.84166666665
NW000425,AWAITVEN,1.8333333333
SM000568,INPROG,1.8
NW000420,PENDINGCUS,1.7666666666600002
NW000468,QUEUED,1.7333333333
ITS00365,AWAITCUS,1.7166666667
NS000102,QUEUED,1.7083333333
EDC00010,PENDINGREV,1.7
EDC00043,SLAHOLD,1.6166666667
EDC00042,SLAHOLD,1.6166666667
DC000151,INPROG,1.6083333332999998
ITS00356,AWAITCUS,1.55416666665
NW000460,AWAITCHG,1.475
EDC00051,QUEUED,1.4571428571428573
DC000179,PENDING,1.4416666667
NW000413,RESOLVED,1.4198140200429186
SOLADMIN,QUEUED,1.4166666667
EDC00021,RESOLVED,1.4078066914624536
EDC00050,QUEUED,1.3333333333
DC000217,AWAITVEN,1.2916666666699999
DC000104,PENDINGCUS,1.20833333335
NS000106,QUEUED,1.150000000025
NW000497,SLAHOLD,1.1333333333
NW000436,AWAITCUS,1.1277777777666669
EDC00060,INPROG,1.1166666667
EDC00009,PENDINGREV,1.1166666667
EDC00029,AWAITCHG,1.10666666668
ITS00312,AWAITVEN,1.0833333333
ITS00309,HISTEDIT,1.0666666667
EDC00041,AWAITCUS,1.0333333333
SM000585,QUEUED,1.0276315789394739
EDC00021,AWAITCHG,1.0166666667
ITS00308,RESOLVED,1.0059027777604166
NW000482,INPROG,1.0
EU000202,PENDINGREV,0.9666666667
DC000186,RESOLVED,0.9580246913703704
NW000420,SLAHOLD,0.9500000000125001
DC000229,AWAITCUS,0.95
SM000553,INPROG,0.9437499999750001
SM000517,RESOLVED,0.9382352941176471
ITS00108,AWAITCHG,0.9333333333
EDC00025,AWAITCHG,0.91666666665
EDC00009,RESOLVED,0.9136165577124183
ENT00003,PENDINGREV,0.9
ITS00335,AWAITVEN,0.9
DC000248,AWAITVEN,0.89166666665
ITS00332,HISTEDIT,0.854166666675
DC000188,HISTEDIT,0.85
ITS00306,RESOLVED,0.8172579938720105
SDATIER1,INPROG,0.8166666667
ESI00026,PENDINGCHG,0.8
ITS00327,PENDINGCUS,0.7833333333
NW000437,AWAITCHG,0.75
EDC00058,QUEUED,0.75
ITS00372,SLAHOLD,0.75
ITS00311,SLAHOLD,0.7333333333
DC000139,PENDINGREV,0.7333333333
PM000602,SLAHOLD,0.725
SM000537,RESOLVED,0.7112077294492753
DC000118,AWAITCHG,0.7083333333499999
NW000419,PENDINGREV,0.6833333333
DC000107,RESOLVED,0.6442411194833154
NW000431,HISTEDIT,0.6428571428571429
EDC00048,INPROG,0.6333333333
AP000005,QUEUED,0.6166666667
ITS00349,AWAITVEN,0.6166666667
DC000157,INPROG,0.6166666667
EU000202,HISTEDIT,0.5166666667
ENT00039,SLAHOLD,0.5166666667
DC000210,RESOLVED,0.5051345414662273
DC000222,INPROG,0.5044444444466667
DC000127,RESOLVED,0.4791393303203968
DC000186,AWAITVEN,0.475
ITS00362,INPROG,0.4722222222333334
ITS00110,AWAITCUS,0.46666666665
EDC00029,HISTEDIT,0.43833333333499996
COR00559,SLAHOLD,0.425
EDC00008,PENDING,0.3833333333
DC000196,INPROG,0.3833333333
DC000143,SLAHOLD,0.3833333333
ESI00011,RESOLVED,0.3530276787226592
EDC00062,PENDING,0.35
EDC00066,PENDING,0.3333333333
NW000417,HISTEDIT,0.3277777777666666
NW000417,RESOLVED,0.3257093106589163
NW000427,RESOLVED,0.3240393852017291
ITS00379,AWAITCHG,0.3166666667
EDC00053,RESOLVED,0.31087613292054384
ESI00043,SLAHOLD,0.3
NDS00039,QUEUED,0.2833333333
SM000514,RESOLVED,0.2765625
SM000519,INPROG,0.2666666667
NW000491,INPROG,0.2666666667
ITS00347,INPROG,0.26666666665
DC000162,QUEUED,0.25
NW000403,RESOLVED,0.23894271020093288
NW000486,AWAITCHG,0.23333333335
ITS00332,PENDINGCHG,0.2333333333
ITS00390,INPROG,0.2333333333
EDC00043,QUEUED,0.22222222223333332
DC000217,INPROG,0.2166666667
DC000123,SLAHOLD,0.21666666667999998
DC000195,SLAHOLD,0.2027777777833333
NW000412,HISTEDIT,0.2
EU000210,QUEUED,0.2
EDC00076,RESOLVED,0.2
NW000420,PENDING,0.2
EDC00010,RESOLVED,0.19844961240310077
NW000448,PENDING,0.1833333333
ITS00308,PENDINGVEN,0.1666666667
DC000250,AWAITCHG,0.1666666667
DC000202,HISTEDIT,0.1666666667
NSD00010,QUEUED,0.1666666667
DC000140,PENDINGCUS,0.15
NW000504,QUEUED,0.13333333335
NSD00020,QUEUED,0.1333333333
ENT00016,PENDING,0.1333333333
EDC00075,AWAITCHG,0.1166666667
NW000434,PENDING,0.1166666667
DC000103,QUEUED,0.1166666667
DC000206,AWAITCUS,0.1166666667
NW000400,RESOLVED,0.1160256410250836
DC000160,INPROG,0.10833333335
EDC00003,RESOLVED,0.1076595744680851
NW000414,HISTEDIT,0.10714285714285714
DC000170,PENDING,0.1
DC000222,AWAITCUS,0.1
NW000433,RESOLVED,0.08363127000960512
DC000175,INPROG,0.0833333333
DC000190,SLAHOLD,0.0833333333
NW000419,PENDING,0.0833333333
DC000133,RESOLVED,0.08246576324740804
DC000111,RESOLVED,0.07684563758389262
NW000414,RESOLVED,0.07351026045777427
DC000114,PENDING,0.0666666667
NW000497,INPROG,0.0666666667
EDC00056,AWAITCHG,0.0666666667
SM000502,PENDINGCHG,0.0666666667
ITS00323,INPROG,0.0666666667
EDC00041,SLAHOLD,0.05833333335
DC000108,RESOLVED,0.05114306784668141
DC000130,RESOLVED,0.05036375661392857
SM000520,AWAITCUS,0.05
NW000463,HISTEDIT,0.05
ENT00016,SLAHOLD,0.05
ITS00350,INPROG,0.05
ENT00036,PENDING,0.05
NSD00021,INPROG,0.05
ITS00360,AWAITVEN,0.05
DC000118,AWAITVEN,0.049999999999999996
ENT00005,RESOLVED,0.049173940918331105
NW000431,RESOLVED,0.0484583799924524
DC000152,RESOLVED,0.04766272932926196
NW000428,RESOLVED,0.04746995572428843
SM000532,RESOLVED,0.04523809524285714
NW000509,AWAITCHG,0.04166666665
NW000404,RESOLVED,0.04064367816137931
EDC00025,RESOLVED,0.03981314044665461
EDC00031,RESOLVED,0.039492753623913045
DC000132,RESOLVED,0.036425974884434886
ITS00313,RESOLVED,0.034623323012383904
ITS00336,AWAITCUS,0.03333333335
ITS00367,INPROG,0.033333333325
ESI00008,QUEUED,0.0333333333
DC000196,SLAHOLD,0.0333333333
DC000121,PENDING,0.0333333333
DC000104,PENDINGCHG,0.0333333333
EDC00064,SLAHOLD,0.0333333333
SM000562,SLAHOLD,0.025
ITS00309,RESOLVED,0.022844272844401544
DC000118,SLAHOLD,0.02083333335
EU000203,RESOLVED,0.018832731648736462
NW000429,RESOLVED,0.01687453363197953
ENT00016,PENDINGCHG,0.0166666667
NW000445,PENDINGCHG,0.0166666667
DC000125,PENDINGREV,0.0166666667
DC000193,AWAITCHG,0.0166666667
NW000402,AWAITCHG,0.0166666667
EDC00050,INPROG,0.0166666667
SM000542,HISTEDIT,0.0166666667
DC000170,INPROG,0.0166666667
NW000457,SLAHOLD,0.0166666667
EDC00051,SLAHOLD,0.0166666667
ENT00005,PENDING,0.0166666667
DC000147,AWAITCHG,0.0166666667
DC000174,INPROG,0.0166666667
NW000420,PENDINGREV,0.0166666667
ITS00337,INPROG,0.0166666667
EDC00056,INPROG,0.0166666667
NW000437,PENDING,0.0166666667
EDC00042,INPROG,0.016666666675
EDC00064,RESOLVED,0.016666666666666666
SM000537,HISTEDIT,0.016666666666666666
DC000166,INPROG,0.01666666665
NW000407,PENDINGCUS,0.01666666665
DC000133,HISTEDIT,0.01666666665
EDC00029,RESOLVED,0.01654611211573237
DC000141,RESOLVED,0.01615612648236166
NW000459,RESOLVED,0.01594107299905767
NW000408,RESOLVED,0.01506410256416084
DC000119,RESOLVED,0.011304430500199658
SM000558,RESOLVED,0.011111111111299435
DC000128,RESOLVED,0.00914887307233096
NW000452,RESOLVED,0.008970588235294117
NW000424,HISTEDIT,0.00833333335
SM000580,SLAHOLD,0.00833333335
DC000129,RESOLVED,0.008055957549493488
DC000115,RESOLVED,0.008014474061199485
DC000202,RESOLVED,0.005010224948881853
SM000582,INPROG,0.004166666675
NW000463,RESOLVED,0.003319373351931131
DC000203,RESOLVED,0.0025605458498912798
SM000502,RESOLVED,0.0014753342554633471
ITS00332,RESOLVED,0.001059322033898305
ITS00380,RESOLVED,0.0006455862977865612
NW000438,RESOLVED,0.0003463927376970855
NW000464,RESOLVED,0.0003100775195348837
NW000405,RESOLVED,0.00030057413035460993
ITS00322,RESOLVED,0.0002577319587628866
DC000200,RESOLVED,0.000232378001859024
DC000113,RESOLVED,0.00016705217170393216
DC000122,RESOLVED,0.00014461315986984816
NW000412,RESOLVED,0.00011287661720500125
DC000207,RESOLVED,0.00010893246187363834
DC000178,RESOLVED,0.00010787486504854368
DC000176,RESOLVED,8.230452666666666e-05
NW000434,RESOLVED,4.374453202099737e-05
NW000498,RESOLVED,0.0
SM000586,SLAHOLD,0.0
NW000509,RESOLVED,0.0
SM000586,QUEUED,0.0
NW000510,RESOLVED,0.0
NW000511,QUEUED,0.0
NW000511,RESOLVED,0.0
SM000586,RESOLVED,0.0
NW000489,RESOLVED,0.0
NW000513,AWAITCUS,0.0
SM000586,HISTEDIT,0.0
SM000575,RESOLVED,0.0
NW000515,QUEUED,0.0
NW000517,RESOLVED,0.0
NW000475,RESOLVED,0.0
NW000518,QUEUED,0.0
SM000572,RESOLVED,0.0
SM000586,INPROG,0.0
NW000508,RESOLVED,0.0
NW000476,AWAITCUS,0.0
SM000580,RESOLVED,0.0
NW000498,AWAITVEN,0.0
NW000495,RESOLVED,0.0
NW000502,RESOLVED,0.0
NW000494,RESOLVED,0.0
NW000493,RESOLVED,0.0
NW000503,HISTEDIT,0.0
NW000503,RESOLVED,0.0
NW000492,RESOLVED,0.0
NW000504,RESOLVED,0.0
SM000585,RESOLVED,0.0
NW000490,RESOLVED,0.0
SM000582,AWAITCUS,0.0
NW000488,RESOLVED,0.0
NW000505,RESOLVED,0.0
NW000507,RESOLVED,0.0
SM000586,AWAITCHG,0.0
SM000586,AWAITCUS,0.0
SM000582,RESOLVED,0.0
SM000557,RESOLVED,0.0
NW000519,RESOLVED,0.0
NW000520,QUEUED,0.0
SM000513,RESOLVED,0.0
NW000483,RESOLVED,0.0
SM000561,RESOLVED,0.0
SM000515,RESOLVED,0.0
SM000516,RESOLVED,0.0
NW000477,RESOLVED,0.0
NW000483,AWAITCUS,0.0
SM000517,AWAITCUS,0.0
NW000481,RESOLVED,0.0
SM000519,RESOLVED,0.0
SM000559,RESOLVED,0.0
SM000520,RESOLVED,0.0
SM000521,INPROG,0.0
SM000521,RESOLVED,0.0
SM000559,INPROG,0.0
SM000541,RESOLVED,0.0
SM000542,RESOLVED,0.0
SM000546,RESOLVED,0.0
SM000549,RESOLVED,0.0
NW000480,SLAHOLD,0.0
NW000480,RESOLVED,0.0
SM000553,RESOLVED,0.0
SM000553,SLAHOLD,0.0
SM000512,RESOLVED,0.0
SM000506,QUEUED,0.0
SM000562,RESOLVED,0.0
SM000568,RESOLVED,0.0
SM000571,RESOLVED,0.0
NW000520,RESOLVED,0.0
NW000476,RESOLVED,0.0
NW000486,RESOLVED,0.0
NW000521,INPROG,0.0
NW000521,QUEUED,0.0
SM000557,HISTEDIT,0.0
PCR00001,RESOLVED,0.0
SM000571,AWAITCHG,0.0
PM000602,RESOLVED,0.0
PM000605,INPROG,0.0
NW000484,RESOLVED,0.0
PM000606,QUEUED,0.0
PM000611,RESOLVED,0.0
PM000613,AWAITCUS,0.0
PM000613,RESOLVED,0.0
PM000614,RESOLVED,0.0
SDATIER1,RESOLVED,0.0
SM000500,AWAITCUS,0.0
SM000500,RESOLVED,0.0
SM000501,HISTEDIT,0.0
SM000501,RESOLVED,0.0
NW000521,RESOLVED,0.0
ITS00106,AWAITCHG,0.0
NW000475,INPROG,0.0
DC000252,RESOLVED,0.0
DC000254,RESOLVED,0.0
DC000255,QUEUED,0.0
DC000257,RESOLVED,0.0
DC000262,RESOLVED,0.0
DC000263,RESOLVED,0.0
DC000269,AWAITCHG,0.0
DC000269,RESOLVED,0.0
DC000272,AWAITVEN,0.0
DC000272,RESOLVED,0.0
EDC00001,RESOLVED,0.0
EDC00002,RESOLVED,0.0
EDC00004,RESOLVED,0.0
EDC00005,RESOLVED,0.0
EDC00006,HISTEDIT,0.0
EDC00006,RESOLVED,0.0
EDC00008,PENDINGREV,0.0
EDC00008,RESOLVED,0.0
EDC00014,RESOLVED,0.0
EDC00018,RESOLVED,0.0
EDC00023,RESOLVED,0.0
EDC00024,RESOLVED,0.0
DC000253,RESOLVED,0.0
DC000250,RESOLVED,0.0
EDC00027,RESOLVED,0.0
DC000249,RESOLVED,0.0
DC000222,RESOLVED,0.0
DC000222,SLAHOLD,0.0
DC000223,RESOLVED,0.0
DC000224,RESOLVED,0.0
DC000225,RESOLVED,0.0
DC000226,RESOLVED,0.0
DC000228,RESOLVED,0.0
DC000229,RESOLVED,0.0
DC000230,RESOLVED,0.0
DC000231,AWAITCUS,0.0
DC000231,RESOLVED,0.0
DC000233,RESOLVED,0.0
DC000236,HISTEDIT,0.0
DC000236,RESOLVED,0.0
DC000237,RESOLVED,0.0
DC000242,AWAITVEN,0.0
DC000242,RESOLVED,0.0
DC000245,RESOLVED,0.0
DC000246,RESOLVED,0.0
DC000247,RESOLVED,0.0
DC000248,RESOLVED,0.0
EDC00026,RESOLVED,0.0
EDC00028,PENDINGREV,0.0
ENT00045,RESOLVED,0.0
EDC00095,RESOLVED,0.0
EDC00098,RESOLVED,0.0
EDC00099,RESOLVED,0.0
ENT00002,RESOLVED,0.0
ENT00003,RESOLVED,0.0
ENT00005,HISTEDIT,0.0
ENT00006,RESOLVED,0.0
ENT00006,SLAHOLD,0.0
ENT00007,PENDING,0.0
ENT00007,RESOLVED,0.0
ENT00008,RESOLVED,0.0
ENT00009,RESOLVED,0.0
ENT00014,RESOLVED,0.0
ENT00015,RESOLVED,0.0
ENT00016,RESOLVED,0.0
ENT00017,RESOLVED,0.0
ENT00023,RESOLVED,0.0
ENT00036,AWAITCHG,0.0
ENT00036,RESOLVED,0.0
ENT00039,RESOLVED,0.0
ENT00040,RESOLVED,0.0
ENT00042,RESOLVED,0.0
EDC00096,RESOLVED,0.0
EDC00089,RESOLVED,0.0
EDC00028,RESOLVED,0.0
EDC00083,RESOLVED,0.0
EDC00029,NEW,0.0
EDC00030,RESOLVED,0.0
EDC00031,AWAITCHG,0.0
EDC00040,RESOLVED,0.0
EDC00041,RESOLVED,0.0
EDC00042,RESOLVED,0.0
EDC00043,RESOLVED,0.0
EDC00048,RESOLVED,0.0
EDC00050,RESOLVED,0.0
EDC00052,RESOLVED,0.0
EDC00054,RESOLVED,0.0
EDC00055,RESOLVED,0.0
EDC00056,RESOLVED,0.0
EDC00060,RESOLVED,0.0
EDC00062,RESOLVED,0.0
EDC00065,RESOLVED,0.0
EDC00066,RESOLVED,0.0
EDC00067,RESOLVED,0.0
EDC00068,RESOLVED,0.0
EDC00074,RESOLVED,0.0
EDC00075,RESOLVED,0.0
DC000221,RESOLVED,0.0
DC000221,HISTEDIT,0.0
DC000219,RESOLVED,0.0
DC000109,RESOLVED,0.0
DC000111,HISTEDIT,0.0
DC000112,RESOLVED,0.0
DC000113,HISTEDIT,0.0
DC000114,RESOLVED,0.0
DC000117,RESOLVED,0.0
DC000118,RESOLVED,0.0
DC000119,HISTEDIT,0.0
DC000120,RESOLVED,0.0
DC000121,RESOLVED,0.0
DC000123,RESOLVED,0.0
DC000125,RESOLVED,0.0
DC000131,AWAITCHG,0.0
DC000131,RESOLVED,0.0
DC000132,HISTEDIT,0.0
DC000134,RESOLVED,0.0
DC000135,RESOLVED,0.0
DC000140,RESOLVED,0.0
DC000141,HISTEDIT,0.0
DC000143,RESOLVED,0.0
DC000145,RESOLVED,0.0
DC000146,RESOLVED,0.0
DC000110,RESOLVED,0.0
DC000105,RESOLVED,0.0
DC000218,RESOLVED,0.0
DC000104,RESOLVED,0.0
AP000001,RESOLVED,0.0
AP000006,INPROG,0.0
AP000009,HISTEDIT,0.0
AP000011,RESOLVED,0.0
AP000012,RESOLVED,0.0
CG4TECH,RESOLVED,0.0
CHNGMGMT,RESOLVED,0.0
COR00055,INPROG,0.0
COR00055,RESOLVED,0.0
COR00550,AWAITCUS,0.0
COR00550,RESOLVED,0.0
COR00551,RESOLVED,0.0
COR00552,HISTEDIT,0.0
COR00552,RESOLVED,0.0
COR00554,RESOLVED,0.0
COR00556,RESOLVED,0.0
COR00557,RESOLVED,0.0
COR00559,AWAITCHG,0.0
COR00559,RESOLVED,0.0
DC000101,RESOLVED,0.0
DC000102,RESOLVED,0.0
DC000147,RESOLVED,0.0
DC000148,RESOLVED,0.0
DC000149,RESOLVED,0.0
DC000150,RESOLVED,0.0
DC000190,AWAITVEN,0.0
DC000190,RESOLVED,0.0
DC000191,RESOLVED,0.0
DC000193,RESOLVED,0.0
DC000195,HISTEDIT,0.0
DC000195,RESOLVED,0.0
DC000196,RESOLVED,0.0
DC000198,RESOLVED,0.0
DC000199,RESOLVED,0.0
DC000201,RESOLVED,0.0
DC000203,HISTEDIT,0.0
DC000203,NEW,0.0
DC000204,RESOLVED,0.0
DC000205,RESOLVED,0.0
DC000206,RESOLVED,0.0
DC000208,SLAHOLD,0.0
DC000209,RESOLVED,0.0
DC000211,RESOLVED,0.0
DC000213,RESOLVED,0.0
DC000216,RESOLVED,0.0
DC000217,RESOLVED,0.0
DC000188,RESOLVED,0.0
DC000187,RESOLVED,0.0
DC000185,RESOLVED,0.0
DC000160,RESOLVED,0.0
DC000151,HISTEDIT,0.0
DC000151,RESOLVED,0.0
DC000152,HISTEDIT,0.0
DC000152,PENDINGVEN,0.0
DC000155,RESOLVED,0.0
DC000156,HISTEDIT,0.0
DC000156,PENDINGCHG,0.0
DC000156,RESOLVED,0.0
DC000159,RESOLVED,0.0
DC000163,HISTEDIT,0.0
DC000184,RESOLVED,0.0
DC000166,RESOLVED,0.0
